掉落规则ID,单次掉落种类数量,可否暴击,可否重复,额外掉落,玩家经验,金币,钻石,竞技币,能量碎片,公会贡献,抽卡券,掉落1ID,掉落1概率,掉落1数量,掉落2ID,掉落2概率,掉落2数量,掉落3ID,掉落3概率,掉落3数量,掉落4ID,掉落4概率,掉落4数量,掉落5ID,掉落5概率,掉落5数量,掉落6ID,掉落6概率,掉落6数量,掉落7ID,掉落7概率,掉落7数量,掉落8ID,掉落8概率,掉落8数量,掉落9ID,掉落9概率,掉落9数量,掉落10ID,掉落10概率,掉落10数量,掉落11ID,掉落11概率,掉落11数量,掉落12ID,掉落12概率,掉落12数量,掉落13ID,掉落13概率,掉落13数量,掉落14ID,掉落14概率,掉落14数量,掉落15ID,掉落15概率,掉落15数量,掉落16ID,掉落16概率,掉落16数量,掉落17ID,掉落17概率,掉落17数量,掉落18ID,掉落18概率,掉落18数量,掉落19ID,掉落19概率,掉落19数量,掉落20ID,掉落20概率,掉落20数量,掉落21ID,掉落21概率,掉落21数量,掉落22ID,掉落22概率,掉落22数量,掉落23ID,掉落23概率,掉落23数量,掉落24ID,掉落24概率,掉落24数量,掉落25ID,掉落25概率,掉落25数量,掉落26ID,掉落26概率,掉落26数量,掉落27ID,掉落27概率,掉落27数量,掉落28ID,掉落28概率,掉落28数量,掉落29ID,掉落29概率,掉落29数量,掉落30ID,掉落30概率,掉落30数量
55101,[2+2],0,1,,[7+10+10],[1+1300+1500],,,,,,100003,1500,[5+6],100002,3000,[3+3],100001,1500,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50029,400,[1+2],50031,400,[1+2],50001,400,[1+2],50002,400,[1+2],50052,0,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55102,[3+3],0,1,,[7+25+25],[1+2550+3050],,,,,,100003,1200,[8+8],100002,2200,[6+7],100001,1200,[4+4],100005,550,[1+2],100004,150,[1+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50029,220,[3+3],50031,220,[3+3],50001,220,[3+3],50002,220,[3+3],50052,0,[3+3],50016,129,[1+2],50032,129,[1+2],50035,129,[1+2],50008,129,[1+2],50009,128,[1+2],50051,0,[1+2],50040,128,[1+2],50044,175,[1+2],50006,175,[1+2],50004,175,[1+2],50042,175,[1+2],,,,,,,,,,,,,,,,,,
55103,[3+3],0,1,,[7+50+50],[1+3700+4700],,,,,,100002,1350,[10+11],100001,2000,[5+6],100005,1200,[3+3],100004,550,[2+3],100006,300,[1+2],120013,700,[16+16],120001,650,[8+8],120005,650,[8+8],50029,160,[9+10],50031,160,[9+10],50001,160,[9+10],50002,160,[9+10],50052,0,[9+10],50016,72,[6+7],50032,72,[6+7],50035,72,[6+7],50008,71,[6+7],50009,71,[6+7],50051,0,[6+7],50040,71,[6+7],50044,163,[3+3],50006,163,[3+3],50004,162,[3+3],50042,162,[3+3],50039,217,[3+3],50026,217,[3+3],50034,216,[3+3],,,,,,,,,
55104,[4+4],0,1,,[7+50+50],[1+13000+15000],,,,,,100001,1750,[16+16],100005,1750,[11+11],100004,1000,[8+8],100006,600,[5+5],100007,300,[3+3],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50029,160,[22+22],50031,160,[22+22],50001,160,[22+22],50002,160,[22+22],50052,0,[22+22],50016,72,[16+16],50032,72,[16+16],50035,72,[16+16],50008,71,[16+16],50009,71,[16+16],50051,0,[16+16],50040,71,[16+16],50044,163,[5+5],50006,163,[5+5],50004,162,[5+5],50042,162,[5+5],50039,217,[5+5],50026,217,[5+5],50034,216,[5+5],,,,,,,,,
55111,[2+2],0,1,,[7+10+10],[1+1300+1500],,,,,,100003,1500,[5+6],100002,3000,[3+3],100001,1500,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55112,[3+3],0,1,,[7+25+25],[1+2550+3050],,,,,,100003,1200,[8+8],100002,2200,[6+7],100001,1200,[3+4],100005,550,[1+2],100004,150,[1+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50003,220,[3+3],50023,220,[3+3],50022,220,[3+3],50025,220,[3+3],50030,220,[3+3],50048,0,[1+2],50036,129,[1+2],50024,129,[1+2],50043,129,[1+2],50033,128,[1+2],50015,128,[1+2],50046,0,[1+2],50027,175,[1+2],50018,175,[1+2],50017,175,[1+2],50038,175,[1+2],,,,,,,,,,,,,,,,,,
55113,[3+3],0,1,,[7+50+50],[1+3700+4700],,,,,,100002,1350,[10+11],100001,2000,[5+6],100005,1200,[3+3],100004,550,[2+3],100006,300,[1+2],120013,700,[16+16],120001,650,[8+8],120005,650,[8+8],50003,160,[9+10],50023,160,[9+10],50022,160,[9+10],50025,160,[9+10],50030,160,[9+10],50048,0,[6+7],50036,72,[6+7],50024,72,[6+7],50043,71,[6+7],50033,71,[6+7],50015,71,[6+7],50046,0,[6+7],50027,163,[3+3],50018,163,[3+3],50017,162,[3+3],50038,162,[3+3],50050,0,[3+3],50005,217,[3+3],50047,0,[3+3],,,,,,,,,
55114,[4+4],0,1,,[7+50+50],[1+13000+15000],,,,,,100001,1750,[16+16],100005,1750,[11+11],100004,1000,[8+8],100006,600,[5+5],100007,300,[3+3],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50003,160,[22+22],50023,160,[22+22],50022,160,[22+22],50025,160,[22+22],50030,160,[22+22],50048,0,[16+16],50036,72,[16+16],50024,72,[16+16],50043,71,[16+16],50033,71,[16+16],50015,71,[16+16],50046,0,[16+16],50027,163,[5+5],50018,163,[5+5],50017,162,[5+5],50038,162,[5+5],50050,0,[5+5],50005,217,[5+5],50047,0,[5+5],,,,,,,,,
55201,[2+2],0,1,,[7+10+10],[1+1300+1500],,,,,,100003,500,[5+6],100002,1500,[3+3],100001,4000,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50029,400,[1+2],50031,400,[1+2],50001,400,[1+2],50002,400,[1+2],50052,0,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55202,[3+3],0,1,,[7+25+25],[1+2550+3050],,,,,,100003,500,[8+8],100002,1300,[6+7],100001,2200,[4+4],100005,1000,[1+2],100004,300,[1+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50029,220,[3+3],50031,220,[3+3],50001,220,[3+3],50002,220,[3+3],50052,0,[3+3],50016,129,[1+2],50032,129,[1+2],50035,129,[1+2],50008,129,[1+2],50009,128,[1+2],50051,0,[1+2],50040,128,[1+2],50044,175,[1+2],50006,175,[1+2],50004,175,[1+2],50042,175,[1+2],,,,,,,,,,,,,,,,,,
55203,[3+3],0,1,,[7+50+50],[1+3700+4700],,,,,,100002,750,[10+11],100001,1750,[5+6],100005,1600,[4+4],100004,800,[2+3],100006,500,[1+2],120013,700,[16+16],120001,650,[8+8],120005,650,[8+8],50029,160,[9+10],50031,160,[9+10],50001,160,[9+10],50002,160,[9+10],50052,0,[9+10],50016,72,[6+7],50032,72,[6+7],50035,72,[6+7],50008,71,[6+7],50009,71,[6+7],50051,0,[6+7],50040,71,[6+7],50044,163,[3+3],50006,163,[3+3],50004,162,[3+3],50042,162,[3+3],50039,217,[3+3],50026,217,[3+3],50034,216,[3+3],,,,,,,,,
55204,[4+4],0,1,,[7+50+50],[1+13000+15000],,,,,,100001,1000,[16+16],100005,1700,[11+11],100004,1450,[8+8],100006,800,[6+7],100007,450,[3+3],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50029,160,[22+22],50031,160,[22+22],50001,160,[22+22],50002,160,[22+22],50052,0,[22+22],50016,72,[16+16],50032,72,[16+16],50035,72,[16+16],50008,71,[16+16],50009,71,[16+16],50051,0,[16+16],50040,71,[16+16],50044,163,[5+5],50006,163,[5+5],50004,162,[5+5],50042,162,[5+5],50039,217,[5+5],50026,217,[5+5],50034,216,[5+5],,,,,,,,,
55211,[2+2],0,1,,[7+10+10],[1+1300+1500],,,,,,100003,500,[5+6],100002,1500,[3+3],100001,4000,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55212,[3+3],0,1,,[7+25+25],[1+2550+3050],,,,,,100003,500,[8+8],100002,1300,[6+7],100001,2200,[3+4],100005,1000,[1+2],100004,300,[1+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50003,220,[3+3],50023,220,[3+3],50022,220,[3+3],50025,220,[3+3],50030,220,[3+3],50048,0,[1+2],50036,129,[1+2],50024,129,[1+2],50043,129,[1+2],50033,128,[1+2],50015,128,[1+2],50046,0,[1+2],50027,175,[1+2],50018,175,[1+2],50017,175,[1+2],50038,175,[1+2],,,,,,,,,,,,,,,,,,
55213,[3+3],0,1,,[7+50+50],[1+3700+4700],,,,,,100002,750,[10+11],100001,1750,[5+6],100005,1600,[4+4],100004,800,[2+3],100006,500,[1+2],120013,700,[16+16],120001,650,[8+8],120005,650,[8+8],50003,160,[9+10],50023,160,[9+10],50022,160,[9+10],50025,160,[9+10],50030,160,[9+10],50048,0,[6+7],50036,72,[6+7],50024,72,[6+7],50043,71,[6+7],50033,71,[6+7],50015,71,[6+7],50046,0,[6+7],50027,163,[3+3],50018,163,[3+3],50017,162,[3+3],50038,162,[3+3],50050,0,[3+3],50005,217,[3+3],50047,0,[3+3],,,,,,,,,
55214,[4+4],0,1,,[7+50+50],[1+13000+15000],,,,,,100001,1000,[16+16],100005,1700,[11+11],100004,1450,[8+8],100006,800,[5+5],100007,450,[3+3],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50003,160,[22+22],50023,160,[22+22],50022,160,[22+22],50025,160,[22+22],50030,160,[22+22],50048,0,[16+16],50036,72,[16+16],50024,72,[16+16],50043,71,[16+16],50033,71,[16+16],50015,71,[16+16],50046,0,[16+16],50027,163,[5+5],50018,163,[5+5],50017,162,[5+5],50038,162,[5+5],50050,0,[5+5],50005,217,[5+5],50047,0,[5+5],,,,,,,,,
55301,[2+2],0,1,,[7+10+10],[1+1300+1500],,,,,,100003,500,[5+6],100002,1500,[3+3],100001,4000,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50029,400,[1+2],50031,400,[1+2],50001,400,[1+2],50002,400,[1+2],50052,0,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55302,[3+3],0,1,,[7+25+25],[1+2550+3050],,,,,,100003,250,[8+8],100002,750,[6+7],100001,1800,[4+4],100005,1900,[2+3],100004,600,[1+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50029,220,[3+3],50031,220,[3+3],50001,220,[3+3],50002,220,[3+3],50052,0,[3+3],50016,129,[1+2],50032,129,[1+2],50035,129,[1+2],50008,129,[1+2],50009,128,[1+2],50051,0,[1+2],50040,128,[1+2],50044,175,[1+2],50006,175,[1+2],50004,175,[1+2],50042,175,[1+2],,,,,,,,,,,,,,,,,,
55303,[3+3],0,1,,[7+50+50],[1+3700+4700],,,,,,100002,300,[10+11],100001,1000,[5+6],100005,2200,[4+4],100004,1200,[2+3],100006,700,[1+2],120013,700,[16+16],120001,650,[8+8],120005,650,[8+8],50029,160,[9+10],50031,160,[9+10],50001,160,[9+10],50002,160,[9+10],50052,0,[9+10],50016,72,[6+7],50032,72,[6+7],50035,72,[6+7],50008,71,[6+7],50009,71,[6+7],50051,0,[6+7],50040,71,[6+7],50044,163,[3+3],50006,163,[3+3],50004,162,[3+3],50042,162,[3+3],50039,217,[3+3],50026,217,[3+3],50034,216,[3+3],,,,,,,,,
55304,[4+4],0,1,,[7+50+50],[1+13000+15000],,,,,,100001,500,[16+16],100005,1200,[11+11],100004,2000,[8+8],100006,1100,[6+7],100007,600,[4+4],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50029,160,[22+22],50031,160,[22+22],50001,160,[22+22],50002,160,[22+22],50052,0,[22+22],50016,72,[16+16],50032,72,[16+16],50035,72,[16+16],50008,71,[16+16],50009,71,[16+16],50051,0,[16+16],50040,71,[16+16],50044,163,[5+5],50006,163,[5+5],50004,162,[5+5],50042,162,[5+5],50039,217,[5+5],50026,217,[5+5],50034,216,[5+5],,,,,,,,,
55311,[2+2],0,1,,[7+10+10],[1+1300+1500],,,,,,100003,500,[5+6],100002,1500,[3+3],100001,4000,[1+2],120013,700,[5+5],120001,650,[2+3],120005,650,[2+3],50003,400,[1+2],50023,400,[1+2],50022,400,[1+2],50025,400,[1+2],50030,400,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55312,[3+3],0,1,,[7+25+25],[1+2550+3050],,,,,,100003,250,[8+8],100002,750,[6+7],100001,1800,[3+4],100005,1900,[2+3],100004,600,[1+2],120013,700,[6+6],120001,650,[3+3],120005,650,[3+3],50003,220,[3+3],50023,220,[3+3],50022,220,[3+3],50025,220,[3+3],50030,220,[3+3],50048,0,[1+2],50036,129,[1+2],50024,129,[1+2],50043,129,[1+2],50033,128,[1+2],50015,128,[1+2],50046,0,[1+2],50027,175,[1+2],50018,175,[1+2],50017,175,[1+2],50038,175,[1+2],,,,,,,,,,,,,,,,,,
55313,[3+3],0,1,,[7+50+50],[1+3700+4700],,,,,,100002,300,[10+11],100001,1000,[5+6],100005,2200,[4+4],100004,1200,[2+3],100006,700,[1+2],120013,700,[16+16],120001,650,[8+8],120005,650,[8+8],50003,160,[9+10],50023,160,[9+10],50022,160,[9+10],50025,160,[9+10],50030,160,[9+10],50048,0,[6+7],50036,72,[6+7],50024,72,[6+7],50043,71,[6+7],50033,71,[6+7],50015,71,[6+7],50046,0,[6+7],50027,163,[3+3],50018,163,[3+3],50017,162,[3+3],50038,162,[3+3],50050,0,[3+3],50005,217,[3+3],50047,0,[3+3],,,,,,,,,
55314,[4+4],0,1,,[7+50+50],[1+13000+15000],,,,,,100001,500,[16+16],100005,1200,[11+11],100004,2000,[8+8],100006,1100,[5+5],100007,600,[4+4],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50003,160,[22+22],50023,160,[22+22],50022,160,[22+22],50025,160,[22+22],50030,160,[22+22],50048,0,[16+16],50036,72,[16+16],50024,72,[16+16],50043,71,[16+16],50033,71,[16+16],50015,71,[16+16],50046,0,[16+16],50027,163,[5+5],50018,163,[5+5],50017,162,[5+5],50038,162,[5+5],50050,0,[5+5],50005,217,[5+5],50047,0,[5+5],,,,,,,,,
56001,[2+2],0,1,,[7+10+10],[1+1400+1600],,,,,,100003,3000,[6+7],100002,2000,[3+4],100001,1000,[2+2],120013,700,[5+6],120001,650,[2+3],120005,650,[2+3],50029,400,[2+2],50031,400,[2+2],50001,400,[2+2],50002,400,[2+2],50052,0,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56002,[3+3],0,1,,[7+25+25],[1+2750+3250],,,,,,100003,2200,[9+9],100002,2000,[7+7],100001,700,[4+5],100005,350,[2+2],100004,50,[2+2],120013,700,[7+7],120001,650,[3+4],120005,650,[3+4],50029,220,[3+3],50031,220,[3+3],50001,220,[3+3],50002,220,[3+3],50052,0,[3+3],50016,129,[1+2],50032,129,[1+2],50035,129,[1+2],50008,129,[1+2],50009,128,[1+2],50051,0,[1+2],50040,128,[1+2],50044,140,[1+2],50006,140,[1+2],50004,140,[1+2],50042,140,[1+2],50028,140,[1+2],,,,,,,,,,,,,,,
56003,[3+3],0,1,,[7+50+50],[1+4000+5000],,,,,,100002,2000,[11+12],100001,2000,[5+6],100005,800,[3+4],100004,400,[2+3],100006,200,[2+2],120013,700,[18+18],120001,650,[9+9],120005,650,[9+9],50029,160,[10+11],50031,160,[10+11],50001,160,[10+11],50002,160,[10+11],50052,0,[10+11],50016,72,[7+7],50032,72,[7+7],50035,72,[7+7],50008,71,[7+7],50009,71,[7+7],50051,0,[7+7],50040,71,[7+7],50044,130,[3+3],50006,130,[3+3],50004,130,[3+3],50042,130,[3+3],50028,130,[3+3],50039,217,[3+3],50026,217,[3+3],50034,216,[3+3],,,,,,
56004,[4+4],0,1,,[7+50+50],[1+14000+16000],,,,,,100001,2500,[18+18],100005,1500,[11+11],100004,750,[7+7],100006,450,[5+6],100007,200,[3+4],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50029,160,[22+22],50031,160,[22+22],50001,160,[22+22],50002,160,[22+22],50052,0,[22+22],50016,72,[16+16],50032,72,[16+16],50035,72,[16+16],50008,71,[16+16],50009,71,[16+16],50051,0,[16+16],50040,71,[16+16],50044,163,[5+5],50006,163,[5+5],50004,162,[5+5],50042,162,[5+5],50039,217,[5+5],50026,217,[5+5],50034,216,[5+5],,,,,,,,,
56011,[2+2],0,1,,[7+10+10],[1+1400+1600],,,,,,100003,3000,[6+7],100002,2000,[3+4],100001,1000,[2+2],120013,700,[5+6],120001,650,[2+3],120005,650,[2+3],50003,400,[2+2],50023,400,[2+2],50022,400,[2+2],50025,400,[2+2],50030,400,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56012,[3+3],0,1,,[7+25+25],[1+2750+3250],,,,,,100003,2200,[9+9],100002,2000,[7+7],100001,700,[4+5],100005,350,[2+2],100004,50,[2+2],120013,700,[7+7],120001,650,[3+4],120005,650,[3+4],50003,220,[3+3],50023,220,[3+3],50022,220,[3+3],50025,220,[3+3],50030,220,[3+3],50048,0,[1+2],50036,129,[1+2],50024,129,[1+2],50043,129,[1+2],50033,128,[1+2],50015,128,[1+2],50046,0,[1+2],50027,140,[1+2],50018,140,[1+2],50017,140,[1+2],50038,140,[1+2],50049,0,[1+2],,,,,,,,,,,,,,,
56013,[3+3],0,1,,[7+50+50],[1+4000+5000],,,,,,100002,2000,[11+12],100001,2000,[5+6],100005,800,[3+4],100004,400,[2+3],100006,200,[2+2],120013,700,[18+18],120001,650,[9+9],120005,650,[9+9],50003,160,[10+11],50023,160,[10+11],50022,160,[10+11],50025,160,[10+11],50030,160,[10+11],50048,0,[7+7],50036,72,[7+7],50024,72,[7+7],50043,71,[7+7],50033,71,[7+7],50015,71,[7+7],50046,0,[7+7],50027,130,[3+3],50018,130,[3+3],50017,130,[3+3],50038,130,[3+3],50049,0,[3+3],50050,0,[3+3],50005,163,[3+3],50047,0,[3+3],50007,162,[3+3],,,
56014,[4+4],0,1,,[7+50+50],[1+14000+16000],,,,,,100001,2500,[18+18],100005,1500,[11+11],100004,750,[7+7],100006,450,[5+6],100007,200,[3+4],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50003,160,[22+22],50023,160,[22+22],50022,160,[22+22],50025,160,[22+22],50030,160,[22+22],50048,0,[16+16],50036,72,[16+16],50024,72,[16+16],50043,71,[16+16],50033,71,[16+16],50015,71,[16+16],50046,0,[16+16],50027,163,[5+5],50018,163,[5+5],50017,162,[5+5],50038,162,[5+5],50050,0,[5+5],50005,217,[5+5],50047,0,[5+5],,,,,,,,,
56101,[2+2],0,1,,[7+10+10],[1+1400+1600],,,,,,100003,1500,[6+7],100002,3000,[3+4],100001,1500,[2+2],120013,700,[5+6],120001,650,[2+3],120005,650,[2+3],50029,400,[2+2],50031,400,[2+2],50001,400,[2+2],50002,400,[2+2],50052,0,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56102,[3+3],0,1,,[7+25+25],[1+2750+3250],,,,,,100003,1200,[9+9],100002,2200,[7+7],100001,1200,[4+5],100005,550,[2+2],100004,150,[2+2],120013,700,[7+7],120001,650,[3+4],120005,650,[3+4],50029,220,[3+3],50031,220,[3+3],50001,220,[3+3],50002,220,[3+3],50052,0,[3+3],50016,129,[1+2],50032,129,[1+2],50035,129,[1+2],50008,129,[1+2],50009,128,[1+2],50051,0,[1+2],50040,128,[1+2],50044,140,[1+2],50006,140,[1+2],50004,140,[1+2],50042,140,[1+2],50028,140,[1+2],,,,,,,,,,,,,,,
56103,[3+3],0,1,,[7+50+50],[1+4000+5000],,,,,,100002,1350,[11+12],100001,2000,[6+7],100005,1200,[3+4],100004,550,[2+3],100006,300,[2+2],120013,700,[18+18],120001,650,[9+9],120005,650,[9+9],50029,160,[10+11],50031,160,[10+11],50001,160,[10+11],50002,160,[10+11],50052,0,[10+11],50016,72,[7+7],50032,72,[7+7],50035,72,[7+7],50008,71,[7+7],50009,71,[7+7],50051,0,[7+7],50040,71,[7+7],50044,130,[3+3],50006,130,[3+3],50004,130,[3+3],50042,130,[3+3],50028,130,[3+3],50039,217,[3+3],50026,217,[3+3],50034,216,[3+3],,,,,,
56104,[4+4],0,1,,[7+50+50],[1+14000+16000],,,,,,100001,1750,[18+18],100005,1750,[12+13],100004,1000,[9+9],100006,600,[5+6],100007,300,[3+4],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50029,160,[22+22],50031,160,[22+22],50001,160,[22+22],50002,160,[22+22],50052,0,[22+22],50016,72,[16+16],50032,72,[16+16],50035,72,[16+16],50008,71,[16+16],50009,71,[16+16],50051,0,[16+16],50040,71,[16+16],50044,163,[5+5],50006,163,[5+5],50004,162,[5+5],50042,162,[5+5],50039,217,[5+5],50026,217,[5+5],50034,216,[5+5],,,,,,,,,
56111,[2+2],0,1,,[7+10+10],[1+1400+1600],,,,,,100003,1500,[6+7],100002,3000,[3+4],100001,1500,[2+2],120013,700,[5+6],120001,650,[2+3],120005,650,[2+3],50003,400,[2+2],50023,400,[2+2],50022,400,[2+2],50025,400,[2+2],50030,400,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56112,[3+3],0,1,,[7+25+25],[1+2750+3250],,,,,,100003,1200,[9+9],100002,2200,[7+7],100001,1200,[4+5],100005,550,[2+2],100004,150,[2+2],120013,700,[7+7],120001,650,[3+4],120005,650,[3+4],50003,220,[3+3],50023,220,[3+3],50022,220,[3+3],50025,220,[3+3],50030,220,[3+3],50048,0,[1+2],50036,129,[1+2],50024,129,[1+2],50043,129,[1+2],50033,128,[1+2],50015,128,[1+2],50046,0,[1+2],50027,140,[1+2],50018,140,[1+2],50017,140,[1+2],50038,140,[1+2],50049,0,[1+2],,,,,,,,,,,,,,,
56113,[3+3],0,1,,[7+50+50],[1+4000+5000],,,,,,100002,1350,[11+12],100001,2000,[6+7],100005,1200,[3+4],100004,550,[2+3],100006,300,[2+2],120013,700,[18+18],120001,650,[9+9],120005,650,[9+9],50003,160,[10+11],50023,160,[10+11],50022,160,[10+11],50025,160,[10+11],50030,160,[10+11],50048,0,[7+7],50036,72,[7+7],50024,72,[7+7],50043,71,[7+7],50033,71,[7+7],50015,71,[7+7],50046,0,[7+7],50027,130,[3+3],50018,130,[3+3],50017,130,[3+3],50038,130,[3+3],50049,0,[3+3],50050,0,[3+3],50005,163,[3+3],50047,0,[3+3],50007,162,[3+3],,,
56114,[4+4],0,1,,[7+50+50],[1+14000+16000],,,,,,100001,1750,[18+18],100005,1750,[12+13],100004,1000,[9+9],100006,600,[5+6],100007,300,[3+4],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50003,160,[22+22],50023,160,[22+22],50022,160,[22+22],50025,160,[22+22],50030,160,[22+22],50048,0,[16+16],50036,72,[16+16],50024,72,[16+16],50043,71,[16+16],50033,71,[16+16],50015,71,[16+16],50046,0,[16+16],50027,163,[5+5],50018,163,[5+5],50017,162,[5+5],50038,162,[5+5],50050,0,[5+5],50005,217,[5+5],50047,0,[5+5],,,,,,,,,
56201,[2+2],0,1,,[7+10+10],[1+1400+1600],,,,,,100003,500,[6+7],100002,1500,[3+4],100001,4000,[2+2],120013,700,[5+6],120001,650,[2+3],120005,650,[2+3],50029,400,[2+2],50031,400,[2+2],50001,400,[2+2],50002,400,[2+2],50052,0,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56202,[3+3],0,1,,[7+25+25],[1+2750+3250],,,,,,100003,500,[9+9],100002,1300,[7+7],100001,2200,[4+5],100005,1000,[2+2],100004,300,[2+2],120013,700,[7+7],120001,650,[3+4],120005,650,[3+4],50029,220,[3+3],50031,220,[3+3],50001,220,[3+3],50002,220,[3+3],50052,0,[3+3],50016,129,[1+2],50032,129,[1+2],50035,129,[1+2],50008,129,[1+2],50009,128,[1+2],50051,0,[1+2],50040,128,[1+2],50044,140,[1+2],50006,140,[1+2],50004,140,[1+2],50042,140,[1+2],50028,140,[1+2],,,,,,,,,,,,,,,
56203,[3+3],0,1,,[7+50+50],[1+4000+5000],,,,,,100002,750,[11+12],100001,1750,[6+7],100005,1600,[4+5],100004,800,[2+3],100006,500,[2+2],120013,700,[18+18],120001,650,[9+9],120005,650,[9+9],50029,160,[10+11],50031,160,[10+11],50001,160,[10+11],50002,160,[10+11],50052,0,[10+11],50016,72,[7+7],50032,72,[7+7],50035,72,[7+7],50008,71,[7+7],50009,71,[7+7],50051,0,[7+7],50040,71,[7+7],50044,130,[3+3],50006,130,[3+3],50004,130,[3+3],50042,130,[3+3],50028,130,[3+3],50039,217,[3+3],50026,217,[3+3],50034,216,[3+3],,,,,,
56204,[4+4],0,1,,[7+50+50],[1+14000+16000],,,,,,100001,1000,[18+18],100005,1700,[12+13],100004,1450,[9+9],100006,800,[7+7],100007,450,[3+4],120013,700,[29+29],120001,650,[15+15],120005,650,[15+15],50029,160,[22+22],50031,160,[22+22],50001,160,[22+22],50002,160,[22+22],50052,0,[22+22],50016,72,[16+16],50032,72,[16+16],50035,72,[16+16],50008,71,[16+16],50009,71,[16+16],50051,0,[16+16],50040,71,[16+16],50044,163,[5+5],50006,163,[5+5],50004,162,[5+5],50042,162,[5+5],50039,217,[5+5],50026,217,[5+5],50034,216,[5+5],,,,,,,,,
56211,[2+2],0,1,,[7+10+10],[1+1400+1600],,,,,,100003,500,[6+7],100002,1500,[3+4],100001,4000,[2+2],120013,700,[5+6],120001,650,[2+3],120005,650,[2+3],50003,400,[2+2],50023,400,[2+2],50022,400,[2+2],50025,400,[2+2],50030,400,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56212,[3+3],0,1,,[7+25+25],[1+2750+3250],,,,,,100003,500,[9+9],100002,1300,[7+7],100001,2200,[4+5],100005,1000,[2+2],100004,300,[2+2],120013,700,[7+7],120001,650,[3+4],120005,650,[3+4],50003,220,[3+3],50023,220,[3+3],50022,220,[3+3],50025,220,[3+3],50030,220,[3+3],50048,0,[1+2],50036,129,[1+2],50024,129,[1+2],50043,129,[1+2],50033,128,[1+2],50015,128,[1+2],50046,0,[1+2],50027,140,[1+2],50018,140,[1+2],50017,140,[1+2],50038,140,[1+2],50049,0,[1+2],,,,,,,,,,,,,,,
